city_name,area_name,city_id,area_id
浜松市中区,相生町,1220131,1220131101
浜松市中区,葵西一丁目,1220131,1220131102
浜松市中区,葵西二丁目,1220131,1220131103
浜松市中区,葵西三丁目,1220131,1220131104
浜松市中区,葵西四丁目,1220131,1220131105
浜松市中区,葵西五丁目,1220131,1220131106
浜松市中区,葵西六丁目,1220131,1220131107
浜松市中区,葵東一丁目,1220131,1220131108
浜松市中区,葵東二丁目,1220131,1220131109
浜松市中区,葵東三丁目,1220131,1220131110
浜松市中区,浅田町,1220131,1220131111
浜松市中区,旭町,1220131,1220131112
浜松市中区,小豆餅一丁目,1220131,1220131113
浜松市中区,小豆餅二丁目,1220131,1220131114
浜松市中区,小豆餅三丁目,1220131,1220131115
浜松市中区,小豆餅四丁目,1220131,1220131116
浜松市中区,池町,1220131,1220131117
浜松市中区,泉一丁目,1220131,1220131118
浜松市中区,泉二丁目,1220131,1220131119
浜松市中区,泉三丁目,1220131,1220131120
浜松市中区,泉四丁目,1220131,1220131121
浜松市中区,泉町,1220131,1220131122
浜松市中区,板屋町,1220131,1220131123
浜松市中区,瓜内町,1220131,1220131124
浜松市中区,海老塚一丁目,1220131,1220131125
浜松市中区,海老塚二丁目,1220131,1220131126
浜松市中区,海老塚町,1220131,1220131127
浜松市中区,尾張町,1220131,1220131128
浜松市中区,鍛冶町,1220131,1220131129
浜松市中区,春日町,1220131,1220131130
浜松市中区,上浅田一丁目,1220131,1220131131
浜松市中区,上浅田二丁目,1220131,1220131132
浜松市中区,上島一丁目,1220131,1220131133
浜松市中区,上島二丁目,1220131,1220131134
浜松市中区,上島三丁目,1220131,1220131135
浜松市中区,上島四丁目,1220131,1220131136
浜松市中区,上島五丁目,1220131,1220131137
浜松市中区,上島六丁目,1220131,1220131138
浜松市中区,上島七丁目,1220131,1220131139
浜松市中区,神田町,1220131,1220131140
浜松市中区,鴨江一丁目,1220131,1220131141
浜松市中区,鴨江二丁目,1220131,1220131142
浜松市中区,鴨江三丁目,1220131,1220131143
浜松市中区,鴨江四丁目,1220131,1220131144
浜松市中区,鴨江町,1220131,1220131145
浜松市中区,北田町,1220131,1220131146
浜松市中区,北寺島町,1220131,1220131147
浜松市中区,木戸町,1220131,1220131148
浜松市中区,元目町,1220131,1220131149
浜松市中区,紺屋町,1220131,1220131150
浜松市中区,幸一丁目,1220131,1220131151
浜松市中区,幸二丁目,1220131,1220131152
浜松市中区,幸三丁目,1220131,1220131153
浜松市中区,幸四丁目,1220131,1220131154
浜松市中区,幸五丁目,1220131,1220131155
浜松市中区,栄町,1220131,1220131156
浜松市中区,肴町,1220131,1220131157
浜松市中区,佐藤一丁目,1220131,1220131158
浜松市中区,佐藤二丁目,1220131,1220131159
浜松市中区,佐藤三丁目,1220131,1220131160
浜松市中区,佐鳴台一丁目,1220131,1220131161
浜松市中区,佐鳴台二丁目,1220131,1220131162
浜松市中区,佐鳴台三丁目,1220131,1220131163
浜松市中区,佐鳴台四丁目,1220131,1220131164
浜松市中区,佐鳴台五丁目,1220131,1220131165
浜松市中区,佐鳴台六丁目,1220131,1220131166
浜松市中区,塩町,1220131,1220131167
浜松市中区,鹿谷町,1220131,1220131168
浜松市中区,蜆塚一丁目,1220131,1220131169
浜松市中区,蜆塚二丁目,1220131,1220131170
浜松市中区,蜆塚三丁目,1220131,1220131171
浜松市中区,蜆塚四丁目,1220131,1220131172
浜松市中区,十軒町,1220131,1220131173
浜松市中区,下池川町,1220131,1220131174
浜松市中区,城北一丁目,1220131,1220131175
浜松市中区,城北二丁目,1220131,1220131176
浜松市中区,城北三丁目,1220131,1220131177
浜松市中区,新津町,1220131,1220131178
浜松市中区,神明町,1220131,1220131179
浜松市中区,菅原町,1220131,1220131180
浜松市中区,助信町,1220131,1220131181
浜松市中区,砂山町,1220131,1220131182
浜松市中区,住吉一丁目,1220131,1220131183
浜松市中区,住吉二丁目,1220131,1220131184
浜松市中区,住吉三丁目,1220131,1220131185
浜松市中区,住吉四丁目,1220131,1220131186
浜松市中区,住吉五丁目,1220131,1220131187
浜松市中区,早出町,1220131,1220131188
浜松市中区,田町,1220131,1220131189
浜松市中区,大工町,1220131,1220131190
浜松市中区,高町,1220131,1220131191
浜松市中区,高丘町,1220131,1220131192
浜松市中区,高丘北一丁目,1220131,1220131193
浜松市中区,高丘北二丁目,1220131,1220131194
浜松市中区,高丘北三丁目,1220131,1220131195
浜松市中区,高丘北四丁目,1220131,1220131196
浜松市中区,高丘町(無番地),1220131,1220131197
浜松市中区,高丘西一丁目,1220131,1220131198
浜松市中区,高丘西二丁目,1220131,1220131199
浜松市中区,高丘西三丁目,1220131,1220131200
浜松市中区,高丘西四丁目,1220131,1220131201
浜松市中区,高丘東一丁目,1220131,1220131202
浜松市中区,高丘東二丁目,1220131,1220131203
浜松市中区,高丘東三丁目,1220131,1220131204
浜松市中区,高丘東四丁目,1220131,1220131205
浜松市中区,高丘東五丁目,1220131,1220131206
浜松市中区,高林一丁目,1220131,1220131207
浜松市中区,高林二丁目,1220131,1220131208
浜松市中区,高林三丁目,1220131,1220131209
浜松市中区,高林四丁目,1220131,1220131210
浜松市中区,高林五丁目,1220131,1220131211
浜松市中区,千歳町,1220131,1220131212
浜松市中区,中央一丁目,1220131,1220131213
浜松市中区,中央二丁目,1220131,1220131214
浜松市中区,中央三丁目,1220131,1220131215
浜松市中区,寺島町,1220131,1220131216
浜松市中区,天神町,1220131,1220131217
浜松市中区,伝馬町,1220131,1220131218
浜松市中区,利町,1220131,1220131219
浜松市中区,常盤町,1220131,1220131220
浜松市中区,富塚町,1220131,1220131221
浜松市中区,富吉町,1220131,1220131222
浜松市中区,中沢町,1220131,1220131223
浜松市中区,中島一丁目,1220131,1220131224
浜松市中区,中島二丁目,1220131,1220131225
浜松市中区,中島三丁目,1220131,1220131226
浜松市中区,中島四丁目,1220131,1220131227
浜松市中区,中島町,1220131,1220131228
浜松市中区,中山町,1220131,1220131229
浜松市中区,茄子町,1220131,1220131230
浜松市中区,名塚町,1220131,1220131231
浜松市中区,平田町,1220131,1220131232
浜松市中区,成子町,1220131,1220131233
浜松市中区,西浅田一丁目,1220131,1220131234
浜松市中区,西浅田二丁目,1220131,1220131235
浜松市中区,西伊場町,1220131,1220131236
浜松市中区,西丘町,1220131,1220131237
浜松市中区,布橋一丁目,1220131,1220131238
浜松市中区,布橋二丁目,1220131,1220131239
浜松市中区,布橋三丁目,1220131,1220131240
浜松市中区,野口町,1220131,1220131241
浜松市中区,法枝町,1220131,1220131242
浜松市中区,萩丘一丁目,1220131,1220131243
浜松市中区,萩丘二丁目,1220131,1220131244
浜松市中区,萩丘三丁目,1220131,1220131245
浜松市中区,萩丘四丁目,1220131,1220131246
浜松市中区,萩丘五丁目,1220131,1220131247
浜松市中区,旅籠町,1220131,1220131248
浜松市中区,八幡町,1220131,1220131249
浜松市中区,花川町,1220131,1220131250
浜松市中区,早馬町,1220131,1220131251
浜松市中区,東伊場一丁目,1220131,1220131252
浜松市中区,東伊場二丁目,1220131,1220131253
浜松市中区,東田町,1220131,1220131254
浜松市中区,曳馬一丁目,1220131,1220131255
浜松市中区,曳馬二丁目,1220131,1220131256
浜松市中区,曳馬三丁目,1220131,1220131257
浜松市中区,曳馬四丁目,1220131,1220131258
浜松市中区,曳馬五丁目,1220131,1220131259
浜松市中区,曳馬六丁目,1220131,1220131260
浜松市中区,曳馬町,1220131,1220131261
浜松市中区,広沢一丁目,1220131,1220131262
浜松市中区,広沢二丁目,1220131,1220131263
浜松市中区,広沢三丁目,1220131,1220131264
浜松市中区,船越町,1220131,1220131265
浜松市中区,文丘町,1220131,1220131266
浜松市中区,細島町,1220131,1220131267
浜松市中区,松城町,1220131,1220131268
浜松市中区,三組町,1220131,1220131269
浜松市中区,南浅田一丁目,1220131,1220131270
浜松市中区,南浅田二丁目,1220131,1220131271
浜松市中区,南伊場町,1220131,1220131272
浜松市中区,向宿一丁目,1220131,1220131273
浜松市中区,向宿二丁目,1220131,1220131274
浜松市中区,向宿三丁目,1220131,1220131275
浜松市中区,元魚町,1220131,1220131276
浜松市中区,元城町,1220131,1220131277
浜松市中区,元浜町,1220131,1220131278
浜松市中区,森田町,1220131,1220131279
浜松市中区,山下町,1220131,1220131280
浜松市中区,山手町,1220131,1220131281
浜松市中区,龍禅寺町,1220131,1220131282
浜松市中区,領家一丁目,1220131,1220131283
浜松市中区,領家二丁目,1220131,1220131284
浜松市中区,領家三丁目,1220131,1220131285
浜松市中区,連尺町,1220131,1220131286
浜松市中区,和合北一丁目,1220131,1220131287
浜松市中区,和合北二丁目,1220131,1220131288
浜松市中区,和合北三丁目,1220131,1220131289
浜松市中区,和合北四丁目,1220131,1220131290
浜松市中区,和合町,1220131,1220131291
浜松市中区,和地山一丁目,1220131,1220131292
浜松市中区,和地山二丁目,1220131,1220131293
浜松市中区,和地山三丁目,1220131,1220131294
浜松市東区,有玉北町,1220132,1220132101
浜松市東区,有玉台一丁目,1220132,1220132102
浜松市東区,有玉台二丁目,1220132,1220132103
浜松市東区,有玉台三丁目,1220132,1220132104
浜松市東区,有玉台四丁目,1220132,1220132105
浜松市東区,有玉西町,1220132,1220132106
浜松市東区,有玉南町,1220132,1220132107
浜松市東区,安新町,1220132,1220132108
浜松市東区,安間町,1220132,1220132109
浜松市東区,市野町,1220132,1220132110
浜松市東区,植松町,1220132,1220132111
浜松市東区,大蒲町,1220132,1220132112
浜松市東区,大島町,1220132,1220132113
浜松市東区,大瀬町,1220132,1220132114
浜松市東区,笠井町,1220132,1220132115
浜松市東区,笠井上町,1220132,1220132116
浜松市東区,笠井新田町,1220132,1220132117
浜松市東区,上新屋町,1220132,1220132118
浜松市東区,上石田町,1220132,1220132119
浜松市東区,上西町,1220132,1220132120
浜松市東区,北島町,1220132,1220132121
浜松市東区,貴平町,1220132,1220132122
浜松市東区,国吉町,1220132,1220132123
浜松市東区,小池町,1220132,1220132124
浜松市東区,神立町,1220132,1220132125
浜松市東区,子安町,1220132,1220132126
浜松市東区,材木町,1220132,1220132127
浜松市東区,篠ケ瀬町,1220132,1220132128
浜松市東区,下石田町,1220132,1220132129
浜松市東区,将監町,1220132,1220132130
浜松市東区,常光町,1220132,1220132131
浜松市東区,白鳥町,1220132,1220132132
浜松市東区,積志町,1220132,1220132133
浜松市東区,恒武町,1220132,1220132134
浜松市東区,天王町,1220132,1220132135
浜松市東区,天龍川町,1220132,1220132136
浜松市東区,豊西町,1220132,1220132137
浜松市東区,中郡町,1220132,1220132138
浜松市東区,中里町,1220132,1220132139
浜松市東区,中田町,1220132,1220132140
浜松市東区,長鶴町,1220132,1220132141
浜松市東区,中野町,1220132,1220132142
浜松市東区,西ケ崎町,1220132,1220132143
浜松市東区,西塚町,1220132,1220132144
浜松市東区,原島町,1220132,1220132145
浜松市東区,半田町,1220132,1220132146
浜松市東区,半田山一丁目,1220132,1220132147
浜松市東区,半田山二丁目,1220132,1220132148
浜松市東区,半田山三丁目,1220132,1220132149
浜松市東区,半田山四丁目,1220132,1220132150
浜松市東区,半田山五丁目,1220132,1220132151
浜松市東区,半田山六丁目,1220132,1220132152
浜松市東区,松小池町,1220132,1220132153
浜松市東区,丸塚町,1220132,1220132154
浜松市東区,宮竹町,1220132,1220132155
浜松市東区,薬師町,1220132,1220132156
浜松市東区,薬新町,1220132,1220132157
浜松市東区,豊町,1220132,1220132158
浜松市東区,龍光町,1220132,1220132159
浜松市東区,流通元町,1220132,1220132160
浜松市東区,和田町,1220132,1220132161
浜松市西区,伊左地町,1220133,1220133101
浜松市西区,入野町,1220133,1220133102
浜松市西区,大久保町,1220133,1220133103
浜松市西区,大人見町,1220133,1220133104
浜松市西区,大平台一丁目,1220133,1220133105
浜松市西区,大平台二丁目,1220133,1220133106
浜松市西区,大平台三丁目,1220133,1220133107
浜松市西区,大平台四丁目,1220133,1220133108
浜松市西区,大山町,1220133,1220133109
浜松市西区,神ケ谷町,1220133,1220133110
浜松市西区,神原町,1220133,1220133111
浜松市西区,舘山寺町,1220133,1220133112
浜松市西区,協和町,1220133,1220133113
浜松市西区,呉松町,1220133,1220133114
浜松市西区,湖東町,1220133,1220133115
浜松市西区,古人見町,1220133,1220133116
浜松市西区,桜台一丁目,1220133,1220133117
浜松市西区,桜台二丁目,1220133,1220133118
浜松市西区,桜台三丁目,1220133,1220133119
浜松市西区,桜台四丁目,1220133,1220133120
浜松市西区,桜台五丁目,1220133,1220133121
浜松市西区,桜台六丁目,1220133,1220133122
浜松市西区,佐浜町,1220133,1220133123
浜松市西区,志都呂一丁目～二丁目,1220133,1220133147
浜松市西区,志都呂町,1220133,1220133124
浜松市西区,篠原町,1220133,1220133125
浜松市西区,庄内町,1220133,1220133126
浜松市西区,庄和町,1220133,1220133127
浜松市西区,白洲町,1220133,1220133128
浜松市西区,西都台町,1220133,1220133148
浜松市西区,坪井町,1220133,1220133129
浜松市西区,西鴨江町,1220133,1220133130
浜松市西区,西山町,1220133,1220133131
浜松市西区,西山町(無番地),1220133,1220133132
浜松市西区,平松町,1220133,1220133133
浜松市西区,深萩町,1220133,1220133134
浜松市西区,舞阪町浜田,1220133,1220133135
浜松市西区,舞阪町弁天島,1220133,1220133136
浜松市西区,舞阪町長十新田,1220133,1220133137
浜松市西区,舞阪町舞阪,1220133,1220133138
浜松市西区,馬郡町,1220133,1220133139
浜松市西区,村櫛町,1220133,1220133140
浜松市西区,雄踏一丁目,1220133,1220133141
浜松市西区,雄踏二丁目,1220133,1220133142
浜松市西区,雄踏町宇布見,1220133,1220133143
浜松市西区,雄踏町山崎,1220133,1220133144
浜松市西区,和光町,1220133,1220133145
浜松市西区,和地町,1220133,1220133146
